日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝・ダ,距離,クラス,日付,開催,Ｒ,頭数
2026.6.28,福11,10,ガリレア,,牡,54.0,石橋脩,美浦清水英,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,11,コロナドブリッジ,,牡,54.0,三浦,栗東庄野,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,12,ローベルクランツ,,牡,57.0,松山,栗東小林,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,13,サノノグレーター,,牡,56.0,田辺,美浦尾形,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,14,スカイスプレンダー,,牡,55.0,戸崎圭,栗東池江,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,15,バドリナート,,牡,57.0,津村,栗東松永幹,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福11,16,スペルーチェ,,牡,55.0,Ｍデムーロ,美浦宮田,,,芝,1800,ラジオＮＩＫＫＥＩ賞(G3),260628,1福1,11,16.0
2026.6.28,福12,1,ロイヤルスパイア,,牡,55.0,松山,美浦栗田,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,2,モズタンケ,,牡,55.0,菊沢,美浦栗田,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,3,マーシャルアン,,牡,52.0,▲上里,美浦大和田,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,4,ミルトハーバー,,牡,55.0,田辺,美浦鈴木慎,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,5,クアロアランチ,,牝,53.0,荻野極,美浦西田,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,6,カツノテンス,,牡,58.0,松岡,美浦伊藤伸,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,7,ソニックブレイカー,,牡,55.0,戸崎圭,美浦稲垣,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,8,スターランウェイ,,牝,56.0,小林脩,美浦斎藤誠,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,9,アルニラム,,セ,55.0,▲佐藤,美浦伊藤大,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,10,ゴルトレオパルト,,牡,58.0,野中,美浦的場,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,11,フクチャンヒメ,,牝,56.0,小崎,美浦加藤征,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,12,タッカーバレット,,牡,58.0,木幡巧,美浦田島,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,13,ブーケドリス,,牝,53.0,横山武,美浦宮田,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,福12,14,ジャスフォール,,牡,55.0,石橋脩,美浦上原佑,,,ダ,1150,３歳以上１勝クラス,260628,1福1,12,14.0
2026.6.28,小1,1,ホーリーステップ,,牝,52.0,▲森田,栗東斉藤崇,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,2,ハイソリア,,牝,55.0,太宰,栗東昆,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,3,ランスオブラヴ,,牝,53.0,△柴田裕,栗東奥村豊,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,4,ベルセクレト,,牝,53.0,△田山,栗東藤岡健,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,5,ジョービスコッティ,,牝,55.0,吉村,栗東清水久,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,6,キャッチミークライ,,牝,55.0,松若,栗東牧田,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,7,ディオレガーロ,,牝,55.0,幸,栗東長谷川,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,8,セレブトーチ,,牝,52.0,▲川端,栗東坂口,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,9,アンガーザガール,,牝,55.0,西村淳,栗東東田,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,10,サンシャインビーチ,,牝,55.0,高倉,栗東渡辺,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,11,エンブルーシャ,,牝,55.0,富田,栗東武英,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,12,ヴィーラー,,牝,55.0,菱田,栗東矢作,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,13,メイショウピュルテ,,牝,55.0,西塚,栗東笹田,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,14,ザムーン,,牝,55.0,酒井,栗東千田,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,15,テイエムリチャード,,牝,55.0,川須,栗東鈴木孝,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,16,リーガルスプレンダ,,牝,55.0,加藤,栗東庄野,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,17,フルーツベイビー,,牝,55.0,国分優,栗東畑端,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小1,18,チェラブ,,牝,55.0,藤懸,栗東平田,,,芝,1200,３歳未勝利,260628,1小1,1,18.0
2026.6.28,小2,1,ブランチアウト,,牡,57.0,太宰,栗東昆,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,2,マサハヤルージュ,,牝,55.0,吉村,栗東千田,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,3,エリカアズーラ,,牝,55.0,西塚,栗東友道,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,4,リュネヴィル,,牝,55.0,加藤,栗東梅田,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,5,モンロワイヤル,,牡,57.0,西村淳,栗東牧浦,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,6,グリミスティ,,牝,55.0,菱田,栗東森田,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,7,チヨ,,牝,51.0,△田山,栗東鈴木孝,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,8,エングルマン,,牡,55.0,幸,栗東西村,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,9,サンダーバード,,牝,53.0,◇今村,栗東武幸,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,10,メイショウユウゲン,,牡,54.0,▲森田,栗東安達,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,11,ワンダーエイド,,牡,57.0,秋山稔,栗東吉村,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,12,アリュウ,,牝,55.0,角田和,栗東井上,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,13,オーマイラッキーン,,牝,53.0,◇永島,栗東高橋康,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,14,ダノンプレリュード,,牝,55.0,富田,栗東矢作,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,15,パラフローラ,,牝,55.0,松若,栗東今野,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小2,16,シャロン,,牝,55.0,泉谷,栗東杉山晴,,,芝,1800,３歳未勝利,260628,1小1,2,16.0
2026.6.28,小3,1,ショウナンライラ,,牡,57.0,富田,栗東松下,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,2,マテンロウノア,,牡,57.0,太宰,栗東坂口,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,3,イクヒロ,,牡,55.0,△柴田裕,栗東小椋,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,4,チュウワメロディー,,牡,57.0,松若,栗東小崎,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,5,タイガーロード,,牡,57.0,酒井,栗東大橋,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,6,ドラムメジャー,,牝,53.0,△田山,栗東東田,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,7,ヴェネラブル,,牝,55.0,藤懸,栗東吉村,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,8,ルナフィオーレ,,牝,55.0,西村淳,栗東庄野,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,9,チョウダントツ,,牝,52.0,▲川端,栗東羽月,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,10,ヤマトチャージ,,牡,57.0,角田和,栗東安達,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,11,スイートポメロ,,牝,55.0,菱田,栗東森田,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,12,アドバンスモダン,,セ,55.0,◇永島,栗東森秀,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,13,モズヴイ,,牡,57.0,川田,栗東藤岡健,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,14,ジャスティンカレラ,,牡,57.0,西塚,栗東友道,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,15,メテオロイド,,牡,57.0,幸,栗東宮地,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,16,モズナツノジン,,牡,57.0,国分優,栗東畑端,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,17,ワイドカクゲン,,牡,57.0,吉村,栗東杉山佳,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小3,18,レジーナテンペスタ,,牝,52.0,▲森田,栗東前川,,,芝,1200,３歳未勝利,260628,1小1,3,18.0
2026.6.28,小4,1,ブラックアイロン,,牡,54.0,▲川端,栗東浜田,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,2,レッドピアレス,,牡,57.0,西村淳,栗東中内田,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,3,キミガスキダ,,牝,55.0,藤懸,栗東牧田,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,4,ジュピターバローズ,,牡,57.0,西塚,栗東友道,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,5,トモジャカトゥーラ,,牝,55.0,国分優,栗東大根田,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,6,グリーンゴー,,牡,57.0,川田,栗東福永,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,7,ゴールデンボブ,,牡,57.0,角田和,栗東四位,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,8,グーフィー,,牡,57.0,長岡,栗東茶木,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,9,リアライズステラ,,牡,57.0,酒井,栗東須貝,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,10,メンデレーエフ,,牡,57.0,富田,栗東野中,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,11,ホッコームジカ,,牝,53.0,◇今村,栗東飯田,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,12,バンダムソレール,,牡,55.0,△田山,栗東小栗,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,13,ゴールデンドラゴン,,牡,57.0,松若,栗東宮本,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,14,ジューンマーチ,,牡,55.0,◇永島,栗東松下,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,15,ハイビッグゴールド,,牡,57.0,幸,栗東谷,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小4,16,パスリヤージュ,,牝,55.0,城戸,栗東荒川,,,ダ,1700,３歳未勝利,260628,1小1,4,16.0
2026.6.28,小5,1,ワールドエンジェル,,牝,55.0,川田,栗東橋田,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,2,メイショウペルル,,牡,55.0,角田和,栗東千田,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,3,スマートエスコート,,牝,55.0,西塚,栗東笹田,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,4,シャインロード,,牡,55.0,松若,栗東井上,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,5,ヒルノアラゴン,,牡,55.0,秋山稔,栗東北出,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,6,スマートポーション,,牝,55.0,吉村,栗東加藤公,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,7,エルダークローネ,,牡,53.0,△田山,栗東西村,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,8,クイーンズアイ,,牝,55.0,太宰,栗東昆,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,9,キムケンシーサー,,牡,53.0,◇今村,栗東前川,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小5,10,インディジャズ,,牝,55.0,西村淳,栗東高野,,,芝,1200,２歳新馬,260628,1小1,5,10.0
2026.6.28,小6,1,トシミチ,,牡,55.0,幸,栗東谷,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,2,グレートキリシマ,,牡,55.0,松若,栗東牧田,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,3,スイトーヨ,,牝,55.0,川田,栗東角田,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,4,ユイノジカンカセギ,,牡,55.0,長岡,美浦竹内,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,5,ラブマイティー,,牝,55.0,杉原,美浦加藤和,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,6,カシノヴィタ,,牝,52.0,▲森田,美浦和田雄,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,7,カゴシマ,,セ,55.0,酒井,美浦松山,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,8,ユイパルティ,,牝,53.0,◇永島,栗東平田,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,9,プッシュザリミット,,牡,55.0,吉村,栗東柴田,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,10,ニシノマティーニ,,牡,53.0,◇今村,美浦小手川,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小6,11,カシノカゲマル,,セ,55.0,秋山稔,美浦蛯名利,,,芝,1200,２歳新馬,260628,1小1,6,11.0
2026.6.28,小7,1,ナンヨークリスタル,,セ,58.0,泉谷,栗東松永幹,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,2,ゴールデンバランス,,牡,55.0,松若,栗東杉山晴,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,3,ルディシャ,,牡,58.0,藤懸,栗東森田,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,4,アイカンアズーラ,,牝,53.0,酒井,栗東河嶋,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,5,パドゼフィール,,牝,51.0,△田山,栗東新谷,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,6,リアルアルバ,,牡,55.0,西塚,栗東大橋,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,7,イイデカンタロウ,,牡,58.0,菱田,栗東北出,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,8,ヨドノゴールド,,牡,58.0,角田和,栗東橋田,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,9,ミライハーモニー,,牝,54.0,◇今村,栗東飯田,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小7,10,ペルセポネ,,牝,50.0,▲森田,栗東渡辺,,,ダ,1000,３歳以上１勝クラス,260628,1小1,7,10.0
2026.6.28,小8,1,グランドオーパス,,牝,53.0,幸,栗東橋口,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,2,カモメガトンダ,,牝,53.0,松若,栗東今野,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,3,メイショウピリカ,,牝,54.0,◇今村,栗東本田,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,4,エンベッカ,,牝,56.0,吉村,栗東柴田,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,5,ヴィーナスバブル,,牝,54.0,△田山,栗東東田,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,6,エレガンシア,,牝,56.0,富田,栗東高柳大,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,7,レーヌマロン,,牝,56.0,角田和,栗東小栗,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,8,コンバットペスカ,,牝,56.0,国分優,栗東角田,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小8,9,サリエンテ,,牝,53.0,西村淳,栗東池添,,,芝,1800,３歳以上１勝クラス,260628,1小1,8,9.0
2026.6.28,小9,1,ビッグベルーガ,,牡,58.0,菱田,栗東牧浦,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,2,サトノスカイターフ,,牡,58.0,吉村,栗東池江,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,3,ショウナンガチ,,牡,58.0,酒井,栗東須貝,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,4,ボンドロア,,牡,58.0,角田和,栗東松永幹,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,5,サラトガチップス,,牡,58.0,田山,栗東新谷,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,6,ニュークレド,,牡,58.0,幸,栗東石坂,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,7,ナリタエスペランサ,,牡,54.0,川田,栗東福永,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小9,8,マテンロウシルビア,,牝,56.0,太宰,栗東四位,,,芝,2600,帆柱山特別(2勝クラス),260628,1小1,9,8.0
2026.6.28,小10,1,シンコーナホチャン,,牝,53.0,国分優,栗東畑端,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,2,メイショウジェンマ,,牡,54.0,今村,栗東飯田,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,3,レーティッシュ,,牡,57.0,川田,栗東高橋一,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,4,メイショウクーガー,,牡,55.0,中井,栗東中内田,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,5,コウジョリョウゾク,,牡,53.0,森田,栗東牧田,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,6,サンライズプルート,,牡,53.0,角田和,栗東東田,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,7,テーオーライマン,,牡,56.0,西村淳,栗東宮,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,8,メイショウヘール,,牡,54.0,酒井,栗東大橋,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,9,カルパ,,牡,56.0,田山,栗東須貝,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,10,マハートマーベル,,牡,56.0,吉村,栗東西村,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,11,アラナコア,,牡,56.0,菱田,栗東田中克,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,12,カウンティフェア,,牝,53.0,長岡,栗東高野,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,13,コスモストーム,,牡,57.0,秋山稔,栗東北出,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,14,グレイスオブゴッド,,牝,52.0,永島,栗東緒方,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,15,ズバットマサムネ,,セ,54.0,富田,栗東杉山佳,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小10,16,スマートプレシャス,,牝,52.0,松若,栗東中村,,,ダ,1700,西部日刊スポーツ杯(2勝クラス),260628,1小1,10,16.0
2026.6.28,小11,1,リチャードバローズ,,牡,54.0,菱田,栗東上村,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,2,ベイビーキッス,,牝,53.0,藤懸,美浦青木,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,3,ジュンヴァンケット,,セ,55.0,富田,栗東友道,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,4,ロードトレイル,,牡,55.0,田山,栗東藤岡健,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,5,テーオーダヴィンチ,,牡,55.0,幸,栗東岡田,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,6,アサクサグレース,,牝,54.0,杉原,栗東加藤公,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,7,ブラックケリー,,牝,53.0,西村淳,栗東長谷川,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
2026.6.28,小11,8,スカイハイ,,牡,57.0,川田,栗東清水久,,,芝,1200,紫川ステークス(3勝クラス),260628,1小1,11,8.0
