日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.6.28,小12,6,チャチャピンク,,牡,58.0,亀田,栗東北出,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,7,ニシノジェダイ,,牡,56.0,△田山,栗東宮本,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,8,セルジュバローズ,,牡,55.0,吉村,栗東池江,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,9,ポルトドール,,牡,58.0,角田和,栗東小栗,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,10,クイノールト,,牡,55.0,幸,栗東橋口,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,11,バトゥカーダ,,牡,55.0,秋山稔,栗東安達,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,12,ブラックレジェンド,,牡,53.0,◇今村,栗東寺島,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,13,モズプリヴェール,,牡,58.0,松若,栗東森田,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,14,ライラックデューン,,牝,56.0,長岡,栗東緒方,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,15,ロードシュヴァリエ,,牡,58.0,太宰,栗東森田,,,ダ,1700,３歳以上１勝クラス
2026.6.28,小12,16,ルシャリオ,,牡,58.0,西塚,栗東森田,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函1,1,チカバリエンテ,,牝,52.0,▲小林美,栗東藤野,,,芝,1200,２歳未勝利
2026.6.28,函1,2,パンジャケリー,,牡,55.0,岩田望,栗東橋田,,,芝,1200,２歳未勝利
2026.6.28,函1,3,ウィルレーヴィア,,牡,55.0,横山琉,美浦尾形,,,芝,1200,２歳未勝利
2026.6.28,函1,4,キセキノユニコーン,,牡,53.0,◇古川奈,美浦伊坂,,,芝,1200,２歳未勝利
2026.6.28,函1,5,シークレットタワー,,牡,55.0,丹内,美浦金成,,,芝,1200,２歳未勝利
2026.6.28,函1,6,ガーシュウィン,,牡,51.0,★河原田,美浦和田雄,,,芝,1200,２歳未勝利
2026.6.28,函1,7,ダイシンドラゴン,,牡,55.0,佐々木,栗東高橋一,,,芝,1200,２歳未勝利
2026.6.28,函1,8,アイルドフルール,,牝,55.0,北村友,栗東田中克,,,芝,1200,２歳未勝利
2026.6.28,函2,1,メイショウタイザン,,牡,57.0,横山琉,栗東高橋忠,,,ダ,1700,３歳未勝利
2026.6.28,函2,2,ロジクリスエス,,セ,57.0,黛,美浦新開,,,ダ,1700,３歳未勝利
2026.6.28,函2,3,ライカ,,牡,57.0,大野,美浦杉浦,,,ダ,1700,３歳未勝利
2026.6.28,函2,4,テリコス,,牡,57.0,岩田康,栗東四位,,,ダ,1700,３歳未勝利
2026.6.28,函2,5,テンレッドサン,,牝,55.0,丹内,栗東西園翔,,,ダ,1700,３歳未勝利
2026.6.28,函2,6,アドフランマム,,牡,54.0,▲遠藤,栗東本田,,,ダ,1700,３歳未勝利
2026.6.28,函2,7,マルシュボヌール,,牝,54.0,☆舟山,栗東柴田,,,ダ,1700,３歳未勝利
2026.6.28,函2,8,サンオブザサン,,牡,57.0,斎藤,栗東高橋一,,,ダ,1700,３歳未勝利
2026.6.28,函2,9,スマートイデアル,,牝,51.0,★河原田,栗東角田,,,ダ,1700,３歳未勝利
2026.6.28,函2,10,ヒルノボローニャ,,セ,57.0,横山和,栗東昆,,,ダ,1700,３歳未勝利
2026.6.28,函2,11,モノノケ,,牝,52.0,▲和田陽,栗東宮地,,,ダ,1700,３歳未勝利
2026.6.28,函2,12,ロスニーニョス,,牡,57.0,古川吉,栗東大根田,,,ダ,1700,３歳未勝利
2026.6.28,函2,13,ルナノーヴァ,,牡,57.0,小沢,栗東緒方,,,ダ,1700,３歳未勝利
2026.6.28,函2,14,ヤマメイッカ,,牡,57.0,佐々木,美浦久保田,,,ダ,1700,３歳未勝利
2026.6.28,函3,1,エコロセレナ,,牝,55.0,斎藤,美浦斎藤誠,,,ダ,1000,３歳未勝利
2026.6.28,函3,2,アジーザム,,牝,55.0,岩田康,美浦松尾,,,ダ,1000,３歳未勝利
2026.6.28,函3,3,ビップアリス,,牝,55.0,原,栗東松下,,,ダ,1000,３歳未勝利
2026.6.28,函3,4,ブザービーター,,牡,56.0,☆長浜,美浦黒岩,,,ダ,1000,３歳未勝利
2026.6.28,函3,5,ホワイトラバーズ,,牝,55.0,古川吉,栗東大根田,,,ダ,1000,３歳未勝利
2026.6.28,函3,6,ハナイロマヒナ,,牝,55.0,北村友,栗東高橋亮,,,ダ,1000,３歳未勝利
2026.6.28,函3,7,イングラム,,牡,56.0,☆舟山,栗東千田,,,ダ,1000,３歳未勝利
2026.6.28,函3,8,ビタミンドロップ,,牡,57.0,丹内,美浦松山,,,ダ,1000,３歳未勝利
2026.6.28,函3,9,ジャーナーリア,,牡,54.0,遠藤,栗東本田,,,ダ,1000,３歳未勝利
2026.6.28,函3,10,ウィズアツインクル,,牡,57.0,佐々木,美浦牧,,,ダ,1000,３歳未勝利
2026.6.28,函3,11,コシタンタン,,牝,53.0,△鷲頭,美浦竹内,,,ダ,1000,３歳未勝利
2026.6.28,函3,12,ヴェンデボヌール,,牡,54.0,▲小林美,美浦久保田,,,ダ,1000,３歳未勝利
2026.6.28,函4,1,ミカレオス,,牡,57.0,荻野琢,栗東河嶋,,,芝,2600,３歳未勝利
2026.6.28,函4,2,ブリックアブラック,,牡,57.0,横山琉,美浦高木,,,芝,2600,３歳未勝利
2026.6.28,函4,3,フォーチュンローズ,,牝,55.0,佐々木,美浦上原佑,,,芝,2600,３歳未勝利
2026.6.28,函4,4,ウインブリザード,,牡,57.0,岩田康,美浦深山,,,芝,2600,３歳未勝利
2026.6.28,函4,5,ブッチギレ,,牡,54.0,▲遠藤,美浦栗田,,,芝,2600,３歳未勝利
2026.6.28,函4,6,アルタティール,,牡,56.0,☆長浜,美浦手塚久,,,芝,2600,３歳未勝利
2026.6.28,函4,7,カノープス,,牝,55.0,原,美浦辻,,,芝,2600,３歳未勝利
2026.6.28,函4,8,ソルトハッピー,,牡,57.0,吉田隼,栗東荒川,,,芝,2600,３歳未勝利
2026.6.28,函4,9,ウインアトム,,牡,54.0,▲和田陽,栗東寺島,,,芝,2600,３歳未勝利
2026.6.28,函4,10,ホウオウファミリー,,牡,56.0,☆舟山,美浦田中博,,,芝,2600,３歳未勝利
2026.6.28,函4,11,ヴィラジョヴィス,,牝,52.0,▲小林美,栗東小栗,,,芝,2600,３歳未勝利
2026.6.28,函4,12,タビニュ,,牡,57.0,池添,美浦松尾,,,芝,2600,３歳未勝利
2026.6.28,函4,13,ジングアップ,,牡,57.0,岩田望,美浦大竹,,,芝,2600,３歳未勝利
2026.6.28,函4,14,ノリマル,,牡,57.0,丹内,美浦尾形,,,芝,2600,３歳未勝利
2026.6.28,函4,15,ティラユール,,牡,54.0,▲大久保,栗東北出,,,芝,2600,３歳未勝利
2026.6.28,函4,16,ダイナソーコー,,牡,57.0,武豊,栗東藤岡健,,,芝,2600,３歳未勝利
2026.6.28,函5,1,ショパンコンクール,,牡,55.0,丹内,美浦岩戸,,,芝,1200,２歳新馬
2026.6.28,函5,2,シグレ,,牝,55.0,武豊,栗東武英,,,芝,1200,２歳新馬
2026.6.28,函5,3,ウメヒナタ,,牝,55.0,佐々木,栗東橋田,,,芝,1200,２歳新馬
2026.6.28,函5,4,ソウカイファミリア,,牡,55.0,横山和,美浦鈴木慎,,,芝,1200,２歳新馬
2026.6.28,函5,5,アズライトティアラ,,牝,55.0,小沢,栗東浜田,,,芝,1200,２歳新馬
2026.6.28,函5,6,ルミナスジェム,,牝,52.0,▲小林美,栗東中村,,,芝,1200,２歳新馬
2026.6.28,函6,1,アルペングロー,,牡,57.0,北村友,栗東上村,,,芝,2000,３歳未勝利
2026.6.28,函6,2,エクラドット,,牡,56.0,☆舟山,美浦西田,,,芝,2000,３歳未勝利
2026.6.28,函6,3,セイントクーヤ,,牡,56.0,☆長浜,美浦黒岩,,,芝,2000,３歳未勝利
2026.6.28,函6,4,ショウナンアワード,,牡,57.0,斎藤,栗東東田,,,芝,2000,３歳未勝利
2026.6.28,函6,5,ビップジョワ,,牝,52.0,▲小林美,美浦高柳瑞,,,芝,2000,３歳未勝利
2026.6.28,函6,6,ロッサコメータ,,牝,55.0,岩田望,栗東吉岡,,,芝,2000,３歳未勝利
2026.6.28,函6,7,フローレンスフーガ,,牡,57.0,古川吉,栗東四位,,,芝,2000,３歳未勝利
2026.6.28,函6,8,コティノス,,牡,57.0,浜中,栗東須貝,,,芝,2000,３歳未勝利
2026.6.28,函6,9,テンレディーゴー,,牡,57.0,吉田隼,美浦菊川,,,芝,2000,３歳未勝利
2026.6.28,函6,10,ベネディクション,,牝,53.0,◇古川奈,栗東矢作,,,芝,2000,３歳未勝利
2026.6.28,函6,11,シーガルワールド,,牝,55.0,横山和,美浦栗田,,,芝,2000,３歳未勝利
2026.6.28,函6,12,アート,,牡,54.0,▲和田陽,栗東杉山晴,,,芝,2000,３歳未勝利
2026.6.28,函6,13,マジックファイヤー,,牡,57.0,丹内,美浦浅利,,,芝,2000,３歳未勝利
2026.6.28,函6,14,マテンロウオリジン,,牡,57.0,池添,栗東坂口,,,芝,2000,３歳未勝利
2026.6.28,函6,15,ハルノアメ,,牡,53.0,★河原田,美浦上原博,,,芝,2000,３歳未勝利
2026.6.28,函6,16,ブランニューホーム,,牡,57.0,黛,美浦深山,,,芝,2000,３歳未勝利
2026.6.28,函7,1,ウィンターガーデン,,牝,55.0,☆舟山,栗東井上,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,2,ビーチイン,,牝,53.0,横山和,美浦和田勇,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,3,キタノサリスカ,,牝,50.0,▲和田陽,栗東羽月,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,4,キャットテイル,,牝,52.0,★河原田,栗東野中,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,5,アリストクラシア,,牝,56.0,岩田望,栗東吉岡,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,6,ガーネットフレア,,牝,53.0,鮫島駿,栗東杉山佳,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,7,ヒミノエトワール,,牝,56.0,武豊,栗東宮地,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,8,サウンドルーチェ,,牝,53.0,▲小林美,栗東渡辺,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,9,ゴールドヴィーナス,,牝,53.0,松本,栗東森秀,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函7,10,シャンデヴィーニュ,,牝,53.0,北村友,栗東柴田,,,ダ,1700,３歳以上１勝クラス
2026.6.28,函8,1,アートフォーム,,牝,53.0,▲和田陽,栗東畑端,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,2,ストレイトアスク,,牝,53.0,▲小林美,栗東藤原,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,3,メーゼ,,牝,51.0,△鷲頭,美浦菊沢,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,4,クレセントウイング,,セ,57.0,☆舟山,美浦高橋文,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,5,マグネシアブリック,,セ,58.0,坂井,美浦中舘,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,6,ディーズメンフィス,,牝,50.0,★河原田,美浦村田,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,7,グリフォン,,牝,56.0,斎藤,栗東小椋,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,8,マイケルバローズ,,牡,55.0,岩田望,栗東上村,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,9,レオアジャイル,,牝,53.0,大野,美浦杉浦,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,10,ソードマスター,,牡,57.0,☆長浜,美浦小笠,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,11,ナクソス,,牡,55.0,松本,栗東井上,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,12,ニルマーネル,,牝,53.0,横山和,美浦小島,,,芝,1200,３歳以上１勝クラス
2026.6.28,函8,13,コスモレッド,,牝,53.0,池添,栗東北出,,,芝,1200,３歳以上１勝クラス
2026.6.28,函9,1,カムアップローゼス,,牡,55.0,岩田望,栗東浜田,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,2,ナムラヒナギク,,牝,53.0,小沢,栗東大橋,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,3,ゴーゴータカシ,,セ,58.0,吉田隼,美浦武井,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,4,ドッグウッド,,牡,55.0,斎藤,美浦斎藤誠,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,5,ネッタイヤライ,,牡,55.0,坂井,栗東矢作,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,6,ゼアズノープレイス,,牡,58.0,的場,美浦的場,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,7,ハルフロンティア,,牡,58.0,舟山,栗東池添,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,8,ハミルトン,,牡,58.0,鮫島駿,栗東高野,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,9,マイネルイグザルト,,牡,58.0,原,美浦佐藤吉,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函9,10,ピティロディア,,牡,58.0,丹内,美浦室井,,,芝,1800,臥牛山特別(1勝クラス)
2026.6.28,函10,1,プリンセッサ,,牝,56.0,岩田望,栗東牧田,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,2,コパノエビータ,,牝,56.0,長浜,美浦手塚久,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,3,ネクストダンサー,,牝,56.0,黛,美浦伊藤圭,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,4,コンティオ,,牝,56.0,横山和,美浦和田勇,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,5,ブラックルビー,,牝,56.0,北村友,美浦平岩,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,6,ユージュアーナ,,牝,56.0,武豊,栗東奥村豊,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,7,ルージュマローネ,,牝,56.0,佐々木,美浦栗田,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,8,ニシノラヴァンダ,,牝,56.0,横山琉,美浦奥平,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,9,タマモカンパネラ,,牝,56.0,原,美浦伊藤圭,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,10,ウインシャーガス,,牝,56.0,鮫島駿,栗東杉山晴,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函10,11,ドーンコーラス,,牝,56.0,丹内,美浦大竹,,,ダ,1700,渡島特別(2勝クラス)
2026.6.28,函11,1,バルナバ,,牡,55.0,斎藤,栗東浜田,,,芝,2000,函館記念(G3)
2026.6.28,函11,2,ファウストラーゼン,,牡,56.0,小林美,栗東須貝,,,芝,2000,函館記念(G3)
2026.6.28,函11,3,ピースワンデュック,,牡,55.0,佐々木,美浦大竹,,,芝,2000,函館記念(G3)
2026.6.28,函11,4,マジックサンズ,,牡,58.0,横山和,栗東須貝,,,芝,2000,函館記念(G3)
2026.6.28,函11,5,イガッチ,,牡,55.0,浜中,栗東笹田,,,芝,2000,函館記念(G3)
2026.6.28,函11,6,サンストックトン,,牡,54.0,松本,美浦堀内,,,芝,2000,函館記念(G3)
2026.6.28,函11,7,チャックネイト,,セ,58.0,鮫島駿,美浦堀,,,芝,2000,函館記念(G3)
2026.6.28,函11,8,ケイアイセナ,,牡,57.5,武豊,栗東平田,,,芝,2000,函館記念(G3)
2026.6.28,函11,9,オニャンコポン,,セ,54.0,横山琉,美浦小島,,,芝,2000,函館記念(G3)
2026.6.28,函11,10,ケリフレッドアスク,,牝,55.0,北村友,栗東藤原,,,芝,2000,函館記念(G3)
2026.6.28,函11,11,ジュタ,,牡,56.0,坂井,栗東矢作,,,芝,2000,函館記念(G3)
2026.6.28,函11,12,エコロディノス,,牡,57.0,池添,栗東大久保,,,芝,2000,函館記念(G3)
2026.6.28,函11,13,アラタ,,牡,58.0,大野,美浦和田勇,,,芝,2000,函館記念(G3)
2026.6.28,函11,14,フィーリウス,,牡,56.0,丹内,美浦手塚久,,,芝,2000,函館記念(G3)
2026.6.28,函11,15,デビットバローズ,,セ,58.0,岩田望,栗東上村,,,芝,2000,函館記念(G3)
2026.6.28,函12,1,ガットネロ,,牝,56.0,小沢,栗東東田,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,2,エルサトアナ,,牝,56.0,池添,栗東本田,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,3,サンドロナイト,,牝,56.0,北村友,栗東茶木,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,4,ウチュウノセカイ,,牡,55.0,原,美浦青木,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,5,キープサインオン,,牡,58.0,岩田望,美浦加藤征,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,6,ヴィヴァクラウン,,牡,58.0,大野,美浦杉浦,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,7,ビーコング,,牡,58.0,松本,美浦小手川,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,8,フェアリーライズ,,牝,53.0,黛,栗東秋山,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,9,エクストラバック,,牡,58.0,鮫島駿,栗東前川,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,10,シーグルロス,,牝,53.0,小林美,美浦尾形,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,11,ライツユーアップ,,牝,56.0,丹内,栗東角田,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,12,クリエープキー,,牝,53.0,古川吉,美浦牧,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,13,ゴキゲンサン,,牝,56.0,岩田康,美浦伊藤大,,,芝,1200,湯の川温泉特別(2勝クラス)
2026.6.28,函12,14,ホワイトドラゴン,,牡,55.0,横山和,美浦伊藤大,,,芝,1200,湯の川温泉特別(2勝クラス)
